UNKNOWN(21035718)                'RetailMerchantServices Integration (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21035801)                'iikoTransportPlugin (iikoFront)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21035909)                'Uber Eats integration (iikoWeb)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036009)                'Preoday integration (iikoWeb)'              {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036107)                'OsmiCard integration (iikoBiz)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036209)                'HubriseIntergration (iikoWeb)'              {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036309)                'SimpleOrderInjector (iikoWeb)'              {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036509)                'SiteConstructor (iikoWeb)'                  {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036609)                'ExternalMenu (iikoWeb)'                     {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036709)                'iikoNano (iikoWeb)'                         {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21036918)                'SBPPlugin (iikoFront)'                      {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037107)                'DeliveryMobile Demo (iiko.biz)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037209)                'iikoWebOnlineMenu (iikoWeb)'                {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037309)                'iikoWebQuickMenu (iikoWeb)'                 {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037409)                'iikoWebDiscountsLite (iikoWeb)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037509)                'iikoWebDiscountsStandard  (iikoWeb)'        {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037609)                'Sales Histor (iikoWeb)'                     {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037718)                'PaymentSense Hospitality (iikoFront)'       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037801)                'Resto.Front.Api.DeliveryExternalCourierService (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21037918)                'Resto.Front.Api.EatOutToHelpOut (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21038318)                'Front.Api.PaymentSystem.DualConnector_V2 (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21038801)                'Resto.Front.Api.RtsFiscalRegister (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21038901)                'Resto.Front.Api.FiskalyService (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039009)                'iikoWebStockManagementStandard (iikoWeb)'   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039109)                'iikoWebPromisedPayment'                     {2=[10 (2010-01-01, ..)]}
UNKNOWN(21039318)                'Connector for CloudLoyalty (iiko)'          {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039409)                'Deliverect Integration (iikoWeb)'           {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039501)                'Вызов техподдержки'                         {2=[108 (2010-01-01, ..)]}
UNKNOWN(21039618)                'Connector for Bonee (iikoFront)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039709)                'PurchaseManger (iikoWeb)'                   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039818)                'Caterbook (iikoFront)'                      {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(21039918)                'BoiteNoire (iikoFront)'                     {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(22004406)                'TopDesk SaaS (Main)'                        {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(22005306)                'TopDesk Chain Saas (Chain)'                 {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23004301)                'eMenu (Karaoke)'                            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23005201)                'WaiterPad (iikoRMS)'                        {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23010401)                ' eMenu Server for Anrdoid (iikoRMS)'        {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23010507)                ' eMenu Guest for Android (Android)'         {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23010601)                ' eMenu Server for iOS or Windows (iikoRMS)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23010707)                'eMenu Guest for iOS or Windows (iikoRMS)'   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23010807)                'eMenu Additional (Other)'                   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23010907)                ' eMenu OrderDesk (Ohter)'                   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(23011518)                'EmenuPaymentPlugin (iikoFront)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(24006402)                'Connector for foodcost.ru (RMS & Chain)'    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(24007601)                'Menu4me электронное меню (iikiFront)'       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(25004501)                'CallWaiter (iikoRMS Front plugin)'          {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(25037007)                'DeliveryMobile Base (iiko.biz)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28004801)                'iikoOrder Android (1 device) (RMS)'         {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28006106)                'frontControl (RMS)'                         {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28006618)                'iikoOrder Payment (iikoFront)'              {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28006707)                'Trassir Connector QS (iikoRMS)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28008806)                'SmartReport (iikoRMS iikoChain)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28009601)                'SmartControl (iikoFont)'                    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28011606)                'SmartAnalyze (Отдельное приложение )'       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28016207)                'SmartCloud (Web)'                           {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28032307)                'Connector for SmartInvoice (win сервис)'    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28033607)                'SmartInvoice (WinService)'                  {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(28039207)                'Connector for DevLine (WinService)'         {2=[9 (2020-07-15, 2020-12-03)]}
DELIVERY_COURIERS_MAP(29006004)  'iikoDelivery (Radar)'                       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(29026118)                'MOQPlugin (iikoFront)'                      {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(29030518)                'AnsoftPlugin (iikoFront)'                   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(29033701)                'RomaniaFiscalModule (iikoFront)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(30006501)                'Расширение для формирования документов инкассации (iikoFront)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(30007108)                'ExtendedBillChquePlugin (iikoFront)'        {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(30007208)                '1CLoyaltySynchronization (iikoFront)'       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(30017308)                'UDSGamePlugin (iikoFront)'                  {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(30036818)                'Rentaconnector (iikoFront)'                 {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31007704)                'TablePad Menu  (iikoFront)'                 {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31007801)                'TablePad Plugin (iikoFront)'                {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31007901)                'TablePad Admin  (iikoFront)'                {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31008701)                'TablePad Server  (iikoFront)'               {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31009907)                'Server TablePad (Server)'                   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31010001)                'TablePad Single (Front)'                    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(31026201)                'ZabbixPlugin (iikoFront)'                   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(32008301)                'Encashment (iikoFront)'                     {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(32012301)                'aqbaWiFi (iikoFront)'                       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(33008501)                'UmbrellaWiFi FastFood (iikoFront)'          {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(33008601)                'UmbrellaWiFi Restaurant (iikoFront)'        {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(35009307)                'iikoDelivery Widget (Delivery)'             {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(35009407)                'iikoDelivery Widget unlimited (Delivery)'   {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36010107)                'FreeWaiter (Delivery)'                      {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36011007)                'iikoCheckList (iikoRMS)'                    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36012407)                'iikoInspector (Outher)'                     {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36016401)                'DocsInBox (Plugin iikoBackOffice)'          {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36016507)                'Resto.Plugin.Reconciliation (Plugin для iikoBackOffice)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36016608)                'Resto.Front.Api.CSCL (iikoFont)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36020218)                'SailPlay (iikoFront)'                       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36020501)                'iikoCheckList for iikoFront (iikoFront)'    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36020601)                'DoxInBoxFrontPlugin (iikoFront)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36021108)                'Plazius.PlaziusCheckin (iiko)'              {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36029602)                'BeOpen ACS Server (Плагин для iikoOffice)'  {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36029701)                'BeOpen ACS Device connector (iikoFront)'    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(36031418)                'Connector for BeOpen Kiosk (iikoFront)'     {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(38012601)                'RestoWiFi (iikoFront)'                      {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(39012701)                'MenuForYouPlugin (iikoFront)'               {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(41013608)                'Giftoman (iikoFront)'                       {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(41018408)                'Gift (iikoFront)'                           {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(41018508)                'Gift (iikoFront)'                           {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(41018608)                'Gift (iikoFront)'                           {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(42015008)                'Connector for Brandly (iikoFront)'          {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(58038718)                'GuestMe PRO (iikoFront)'                    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(1900180200)              'iikoMonitoring (iikoMonitoring)'            {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(2000060600)              'iikoDashboard (for RMS)'                    {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(2000140600)              'iikoDashboard (iikoDashboard Chain 5 rest)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(2000150600)              'iikoDashboard (iikoDashboard Chain 10 rest)' {2=[9 (2020-07-15, 2020-12-03)]}
UNKNOWN(2000160600)              'iikoDashboard (iikoDashboard Chain 50 rest)' {2=[9 (2020-07-15, 2020-12-03)]}
